title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
Subway (Tampines 1),3 REVIEWS,1 WISHLISTED,Tampines,~$10/pax,"Sandwiches
Fast Food
Halal",,Salad,$7.50 or something after adding $1.30 for chicken. I really need meat with salads.,https://burpple-2.imgix.net/foods/7cfe35035afae71554846912_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Délifrance (Tampines 1),2 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Desserts
Cafes & Coffee
Breakfast & Brunch
Bread & Pastries
Halal",,[NEW] Otah Feuillete ($4.20),"Flaky puff pastry stuffed with otah
.
The puff pastry was a bit of a letdown. It was rather soft and lose its flakiness (perhaps it was baked in the morning and left it outside too long). But the soft otah was spicy and complimented the buttery puff pastry
.",https://burpple-3.imgix.net/foods/1665055666_review_image1952298_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Délifrance (Tampines 1),2 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Desserts
Cafes & Coffee
Breakfast & Brunch
Bread & Pastries
Halal",,Hot beverages,"From Délifrance (Tampines One)
Fresh brewed aromatic cups of coffee and tea.
$4.50 each.
10 Tampines Central 1, Singapore 529536
#03-K3/K5
65090283
8am to 9pm",https://burpple.imgix.net/foods/1657333154_review_image1944126_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Juewei (Tampines),0 REVIEWS,0 WISHLISTED,Tampines,~$10/pax,"Chinese
Delivery",,NA,NA,NA
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Maggie Goreng | $4.80,"Plated this for the picture but man… the portion you see here was just half of what was in the takeaway portion. Maggi goreng was super flavourful in its own right, and I found the maggie better than the Mee rendition because it managed to encapsulate most of the flavour. It contained dices of potatoes, onions, and vegetables inside, but other than that, nothing much. Was hoping a fried egg would come with it but I think you’ll have to add it on separately! Nonetheless, with the portion and taste, I thought it was decent.
Rate:🌟🌟🌟",https://burpple-3.imgix.net/foods/325d6e42a5a1744984a61928446_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Mutton briyani From Saffrons,"Is briyani just one of the best things ever??? PS: this is a mutton version from Saffrons. $7.50 a portion, and it’s good enough when you have cravings to satisfy.",https://burpple-2.imgix.net/foods/42af83a2abb4408a7c41830842_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,24hrs Prata In The East!,"Egg Prata $2, Prata Kosong $1.30. Loving such Saturday morning! Starting the weekend right with delicious Prata from Saffrons! Everything is just perfect, thin, soft with a lil crispy on the outside. Goes so well with their signature sambal and fish curry on the side!
.
.
They are open 24hrs, now you know where to head to if you have midnight cravings for Prata in the East!",https://burpple-2.imgix.net/foods/2ec17c031c51b4771c821829470_original.?w=20&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Saffrons Restaurant.,"Located at Blk 201D, Tampines St 21, unit 01-1163, Singapore 524201. They are open 24hrs, now you know where to head to if you have midnight cravings for Prata in the East!
.
.
.
Egg Prata $2, Prata Kosong $1.30. Loving such Saturday morning! Starting the weekend right with delicious Prata from Saffrons! Everything is just perfect, thin, soft with a lil crispy on the outside. Goes so well with their signature sambal and fish curry on the side! .
.
.
@saffronssg #hungryunicornsg #saffrons #saffronssg #prata #eggprata #pratakosong #pratalovers",https://burpple-1.imgix.net/foods/2ec17c031e3b8353ad241830416_original.?w=20&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Egg Prata with Sambal,"• Sambal was umami
• Egg prata was fluffy
• Fish curry was balanced
I can’t believe I only learnt about sambal with prata like a few months ago. What have I been eating?! (Rating:😬)",https://burpple.imgix.net/foods/cef75b8d30277a2c01827731_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Roti Prata,"Quite disappointed with the prata because it wasn’t the crispy kind that we’re used to eating. It was actually quite doughy texture, which I wasn’t fond of. However, they do provide sambal chili that goes well with the doughy prata. The assam fish curry was average, nothing to rave about.
(S$1.20/pc, min order 2pcs)",https://burpple.imgix.net/foods/60d6dc19b4ca53193b61662882_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Plain Thosai ($1.80),"Thosai for dinner? Sure thing when it’s Saffrons delicious rendition!
Flavourful chutneys - checked
Slightly Crisp Thosai- checked
Evident taste of lentil/ beans in the cooked Thosai batter- checked !!!",https://burpple-3.imgix.net/foods/3768ef0f68a85e08e681631975_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,“Flower” Prata ($1.20x2),"The product of excessive amounts of time spent on social media this week..... found a class 95 Facebook video awarding the place with “the best prata in Singapore” title (based on listeners’ opinions). Since this was just a 20 minutes cycle from our home, we popped by the day after I saw the video and obediently followed instructions to get the “flower” prata with their special sambal.
We didn’t get the crisp prata we’d like and are used to but these were decent Indian “pancakes”. While I found the sambal tasty with a sweet end-note; it didn’t induce a “wipe the sambal saucer clean” reaction. Instead I found myself only veering toward the fish curry that had a tangy assam dimension; the mutton curry beside was flat and largely untouched.",https://burpple.imgix.net/foods/3768ef0f42c962e20681631093_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Prata Plaster,Fav. prata place. Sunny side up smack right on the prata. Never go without their sambal!👍😋😋😋,https://burpple-3.imgix.net/foods/4b3ea47a6ea1298b1c41456725_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Roti John Special,I got this from the big Saffrons in Tampines as most you guys living there know there are two outlets. I must say this only gets a rating of 6.5/10 as I have tasted better. Worth the try though!,https://burpple-3.imgix.net/foods/516728bab67d35c121e1419806_original.?w=20&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Mee Kuah,"First time tasting mee kuah. It was sweet and spicy and very filling. I don't regret it! I think it was $5, max.",https://burpple.imgix.net/foods/281f91ea1071ffb8d86926388_original.?w=20&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,"Breakfast on the 8th day of the Year of the Rat at Saffrons is the best possible option: prata kosong and plaster prata, with the famous fish curry, and my Kopi s kosong.",Now I feel very HUAT ah! ❤️,https://burpple-2.imgix.net/foods/42af83a0c89791be5aa1820784_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Prata,"The prata was crispy and goes well with the curry, would love to come here again
$1.20 for one prata kosong",https://burpple-1.imgix.net/foods/2ff1ba50daa626de58281711153_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Prata,"Craving for prata, come to Saffrons @ tampines Blk 201D. Love the friendly staffs there and has been my favorite joint for over a decade.",https://burpple.imgix.net/foods/609497ccee5aeb4e48e1519043_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Roti Prata With Sambal,NA,https://burpple.imgix.net/foods/52ed09c96a0c140168e1434273_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Prata Kosong,Fish curry + Sambal👍,https://burpple-2.imgix.net/foods/4b3ea46ff0d6278db741381624_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Aglio olio,NA,https://burpple-3.imgix.net/foods/37c6f479c0d2b5499541219771_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Meal after long night.,Meal after long night.,https://burpple-3.imgix.net/foods/291e506b01afaaa3fde936135_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Maggie Goreng for Dad.,Maggie Goreng for Dad.,https://burpple-3.imgix.net/foods/291e506b01a5b87c274936099_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Prata for Me & Mom,Prata for Me & Mom,https://burpple.imgix.net/foods/291e506b01a4e483b9e936098_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Down memory lane to hubby's favourite hangout.,"Down memory lane to hubby's favourite hangout. One of the best prata, he says. 😊
#makanwithmaat @mynameismaat #memorylane #breakfast #prata #sambal",https://burpple.imgix.net/foods/3e961920f3977597e4876360_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Thunderstorm #weather #instaweather #instaweatherpro #sky #outdoors #nature #instagood #photooftheday #instamood #picoftheday #instadaily #photo #instacool #instapic #picture #pic @instaweatherpro #place #earth #world #tampines #singapore #day #skypainters #sg #food #foodporn,Thunderstorm #weather #instaweather #instaweatherpro #sky #outdoors #nature #instagood #photooftheday #instamood #picoftheday #instadaily #photo #instacool #instapic #picture #pic @instaweatherpro #place #earth #world #tampines #singapore #day #skypainters #sg #food #foodporn,https://burpple.imgix.net/foods/a2c8695944c1e7dbd4626075_original.?w=20&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Maggie Goreng,NA,https://burpple-3.imgix.net/foods/a2c86925ada2b4e220419286_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Man!,Man! maggie goreng + telur mata lembu satu! hehe.. #food #foodporn #foodforfoodies #foodjournal #ayufoodjournal #burpple,https://burpple-1.imgix.net/foods/b058b2d23f7a1127a403990_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Mee Goreng & Prata for dinner @princessscottage #sg #sgig #instagram #instafood #dinner #meegoreng #prata,Mee Goreng & Prata for dinner @princessscottage #sg #sgig #instagram #instafood #dinner #meegoreng #prata,https://burpple.imgix.net/foods/c9a13bb614ecf51da8381867_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Teh Halia,NA,https://burpple-2.imgix.net/foods/a2c86915579579e1a0378478_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Maggie Goreng,NA,https://burpple-1.imgix.net/foods/a2c8690ee11df9dfdc359315_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Chicken Murtabark,Chicken Murtabark,https://burpple-3.imgix.net/foods/26da663504cb23df92237122_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,"Good morning,breakfast with the family. #foodporn #foodforfoodies #food #thosai #apom",NA,https://burpple-1.imgix.net/foods/b058a9398f2be7c7295936_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,"They are still hungry,i'm sleepy😔💤💤",NA,https://burpple-3.imgix.net/foods/b058a9398d8ab60ce95899_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saffrons (Tampines),31 REVIEWS,42 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Supper
Indian
Halal",,Burppp!,NA,https://burpple-1.imgix.net/foods/127dc295631d60618_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saizeriya (Tampines 1),4 REVIEWS,9 WISHLISTED,Tampines,~$10/pax,"Italian
Pizza
Japanese
Pasta",,Milano Doria,"😄 Milano Doria (S$4.90) for dinner on the first day of CNY. Turmeric rice with tomato and cream sauce. One of my favourites at Saizeriya🇸🇬. Very creamy and tasty.
Wishing everyone a happy and peaceful Chinese New Year 🐭.
📍Location:
Saizeriya
Tampines 1
10 Tampines Central 1
Singapore 529536",https://burpple-2.imgix.net/foods/30bb50430c619ecb29021819577_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saizeriya (Tampines 1),4 REVIEWS,9 WISHLISTED,Tampines,~$10/pax,"Italian
Pizza
Japanese
Pasta",,[23 Apr 2022] Saizeriya,We are all fun-guy.,https://burpple-3.imgix.net/foods/32228efbd7f476d729b01936906_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saizeriya (Tampines 1),4 REVIEWS,9 WISHLISTED,Tampines,~$10/pax,"Italian
Pizza
Japanese
Pasta",,Saizeriya,Must try,https://burpple.imgix.net/foods/33c8d40276dc6de5547a1914793_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Saizeriya (Tampines 1),4 REVIEWS,9 WISHLISTED,Tampines,~$10/pax,"Italian
Pizza
Japanese
Pasta",,Grilled sausage and burger patty on a hot plate🍳🌭🌽 .,".
.
#throwback #throw🔙 #saizeriya #saizeriyasg #tampines #tampines1 #sausage #food #foodstagram #foodies #foodpics #foodporn #foodgasm #foodspotting #burpple #instafood #instagood #instagramers #igsg #yummy #singapore #sgeats #sgfood #sgig #eatoutsg #sgfooddiary #stfoodtrending #sgfoodies #sgmakandiary",https://burpple.imgix.net/foods/1d46e2e2934407fda541737812_original.?w=420&dpr=1&fit=crop&q=80&auto=format
